ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries

ROUGE-1,RESTAURANTPAIR854,SYSTEM1.TXT,0.10526,0.20000,0.13793,1

ROUGE-2,RESTAURANTPAIR854,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR854,SYSTEM1.TXT,0.02353,0.05000,0.03200,1

ROUGE-L,RESTAURANTPAIR864,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR864,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR864,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR864,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR863,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR863,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR863,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR863,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR862,SYSTEM1.TXT,0.25000,0.25000,0.25000,1

ROUGE-1,RESTAURANTPAIR862,SYSTEM1.TXT,0.25000,0.25000,0.25000,1

ROUGE-2,RESTAURANTPAIR862,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR862,SYSTEM1.TXT,0.10000,0.10000,0.10000,1

ROUGE-L,RESTAURANTPAIR861,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR861,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR861,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR861,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR860,SYSTEM1.TXT,0.50000,0.25000,0.33333,1

ROUGE-1,RESTAURANTPAIR860,SYSTEM1.TXT,0.50000,0.25000,0.33333,1

ROUGE-2,RESTAURANTPAIR860,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR860,SYSTEM1.TXT,0.33333,0.10000,0.15385,1

ROUGE-L,RESTAURANTPAIR1156,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1156,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1156,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1156,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1157,SYSTEM1.TXT,0.06250,0.07143,0.06667,1

ROUGE-1,RESTAURANTPAIR1157,SYSTEM1.TXT,0.05882,0.07143,0.06452,1

ROUGE-2,RESTAURANTPAIR1157,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1157,SYSTEM1.TXT,0.01333,0.01667,0.01481,1

ROUGE-L,RESTAURANTPAIR1158,SYSTEM1.TXT,0.05000,0.07143,0.05882,1

ROUGE-1,RESTAURANTPAIR1158,SYSTEM1.TXT,0.04762,0.07143,0.05714,1

ROUGE-2,RESTAURANTPAIR1158,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1158,SYSTEM1.TXT,0.01053,0.01667,0.01290,1

ROUGE-L,RESTAURANTPAIR1159,SYSTEM1.TXT,0.08333,0.07143,0.07692,1

ROUGE-1,RESTAURANTPAIR1159,SYSTEM1.TXT,0.07692,0.07143,0.07407,1

ROUGE-2,RESTAURANTPAIR1159,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1159,SYSTEM1.TXT,0.01818,0.01667,0.01739,1

ROUGE-L,RESTAURANTPAIR849,SYSTEM1.TXT,0.06250,0.14286,0.08696,1

ROUGE-1,RESTAURANTPAIR849,SYSTEM1.TXT,0.11111,0.28571,0.16000,1

ROUGE-2,RESTAURANTPAIR849,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR849,SYSTEM1.TXT,0.03750,0.12000,0.05714,1

ROUGE-L,RESTAURANTPAIR1150,SYSTEM1.TXT,0.10000,0.13333,0.11429,1

ROUGE-1,RESTAURANTPAIR1150,SYSTEM1.TXT,0.23810,0.31250,0.27027,1

ROUGE-2,RESTAURANTPAIR1150,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1150,SYSTEM1.TXT,0.05263,0.07143,0.06061,1

ROUGE-L,RESTAURANTPAIR848,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR848,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR848,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR848,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1151,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1151,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1151,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1151,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR847,SYSTEM1.TXT,0.12500,0.12500,0.12500,1

ROUGE-1,RESTAURANTPAIR847,SYSTEM1.TXT,0.12500,0.12500,0.12500,1

ROUGE-2,RESTAURANTPAIR847,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR847,SYSTEM1.TXT,0.03333,0.03333,0.03333,1

ROUGE-L,RESTAURANTPAIR1152,SYSTEM1.TXT,0.07692,0.06667,0.07143,1

ROUGE-1,RESTAURANTPAIR1152,SYSTEM1.TXT,0.15385,0.12500,0.13793,1

ROUGE-2,RESTAURANTPAIR1152,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1152,SYSTEM1.TXT,0.03636,0.02857,0.03200,1

ROUGE-L,RESTAURANTPAIR846,SYSTEM1.TXT,0.12500,0.25000,0.16667,1

ROUGE-1,RESTAURANTPAIR846,SYSTEM1.TXT,0.12500,0.25000,0.16667,1

ROUGE-2,RESTAURANTPAIR846,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR846,SYSTEM1.TXT,0.02857,0.06667,0.04000,1

ROUGE-L,RESTAURANTPAIR1153,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1153,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1153,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1153,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR845,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR845,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR845,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR845,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1154,SYSTEM1.TXT,0.12500,0.13333,0.12903,1

ROUGE-1,RESTAURANTPAIR1154,SYSTEM1.TXT,0.16667,0.18750,0.17647,1

ROUGE-2,RESTAURANTPAIR1154,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1154,SYSTEM1.TXT,0.05000,0.05714,0.05333,1

ROUGE-L,RESTAURANTPAIR844,SYSTEM1.TXT,0.11765,0.25000,0.16000,1

ROUGE-1,RESTAURANTPAIR844,SYSTEM1.TXT,0.17647,0.37500,0.24000,1

ROUGE-2,RESTAURANTPAIR844,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR844,SYSTEM1.TXT,0.05333,0.13333,0.07619,1

ROUGE-L,RESTAURANTPAIR1155,SYSTEM1.TXT,0.16667,0.14286,0.15385,1

ROUGE-1,RESTAURANTPAIR1155,SYSTEM1.TXT,0.16667,0.14286,0.15385,1

ROUGE-2,RESTAURANTPAIR1155,SYSTEM1.TXT,0.09091,0.07692,0.08333,1

ROUGE-SU4,RESTAURANTPAIR1155,SYSTEM1.TXT,0.06000,0.05000,0.05455,1

ROUGE-L,RESTAURANTPAIR843,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR843,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR843,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR843,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR853,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR853,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR853,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR853,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR852,SYSTEM1.TXT,0.05882,0.14286,0.08333,1

ROUGE-1,RESTAURANTPAIR852,SYSTEM1.TXT,0.05882,0.14286,0.08333,1

ROUGE-2,RESTAURANTPAIR852,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR852,SYSTEM1.TXT,0.01333,0.04000,0.02000,1

ROUGE-L,RESTAURANTPAIR851,SYSTEM1.TXT,0.12500,0.14286,0.13333,1

ROUGE-1,RESTAURANTPAIR851,SYSTEM1.TXT,0.10000,0.14286,0.11765,1

ROUGE-2,RESTAURANTPAIR851,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR851,SYSTEM1.TXT,0.02500,0.04000,0.03077,1

ROUGE-L,RESTAURANTPAIR850,SYSTEM1.TXT,0.12500,0.28571,0.17391,1

ROUGE-1,RESTAURANTPAIR850,SYSTEM1.TXT,0.11765,0.28571,0.16667,1

ROUGE-2,RESTAURANTPAIR850,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR850,SYSTEM1.TXT,0.04000,0.12000,0.06000,1

ROUGE-L,RESTAURANTPAIR1145,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1145,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1145,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1145,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1146,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1146,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1146,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1146,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1147,SYSTEM1.TXT,0.25000,0.20000,0.22222,1

ROUGE-1,RESTAURANTPAIR1147,SYSTEM1.TXT,0.33333,0.25000,0.28571,1

ROUGE-2,RESTAURANTPAIR1147,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1147,SYSTEM1.TXT,0.10000,0.07143,0.08333,1

ROUGE-L,RESTAURANTPAIR1148,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1148,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1148,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1148,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1149,SYSTEM1.TXT,0.12500,0.13333,0.12903,1

ROUGE-1,RESTAURANTPAIR1149,SYSTEM1.TXT,0.11765,0.12500,0.12121,1

ROUGE-2,RESTAURANTPAIR1149,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1149,SYSTEM1.TXT,0.02667,0.02857,0.02759,1

ROUGE-L,RESTAURANTPAIR839,SYSTEM1.TXT,0.05263,0.25000,0.08696,1

ROUGE-1,RESTAURANTPAIR839,SYSTEM1.TXT,0.05263,0.25000,0.08696,1

ROUGE-2,RESTAURANTPAIR839,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR839,SYSTEM1.TXT,0.01176,0.10000,0.02105,1

ROUGE-L,RESTAURANTPAIR838,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR838,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR838,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR838,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR837,SYSTEM1.TXT,0.05882,0.25000,0.09524,1

ROUGE-1,RESTAURANTPAIR837,SYSTEM1.TXT,0.05263,0.25000,0.08696,1

ROUGE-2,RESTAURANTPAIR837,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR837,SYSTEM1.TXT,0.01176,0.10000,0.02105,1

ROUGE-L,RESTAURANTPAIR1140,SYSTEM1.TXT,0.05263,0.16667,0.08000,1

ROUGE-1,RESTAURANTPAIR1140,SYSTEM1.TXT,0.04545,0.16667,0.07143,1

ROUGE-2,RESTAURANTPAIR1140,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1140,SYSTEM1.TXT,0.01000,0.05000,0.01667,1

ROUGE-L,RESTAURANTPAIR836,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR836,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR836,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR836,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1141,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1141,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1141,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1141,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR835,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR835,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR835,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR835,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1142,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1142,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1142,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1142,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR834,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR834,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR834,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR834,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1143,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1143,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1143,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1143,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR833,SYSTEM1.TXT,0.11111,0.40000,0.17391,1

ROUGE-1,RESTAURANTPAIR833,SYSTEM1.TXT,0.10526,0.40000,0.16667,1

ROUGE-2,RESTAURANTPAIR833,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR833,SYSTEM1.TXT,0.03529,0.20000,0.06000,1

ROUGE-L,RESTAURANTPAIR1144,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1144,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1144,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1144,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR832,SYSTEM1.TXT,0.05882,0.20000,0.09091,1

ROUGE-1,RESTAURANTPAIR832,SYSTEM1.TXT,0.10526,0.40000,0.16667,1

ROUGE-2,RESTAURANTPAIR832,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR832,SYSTEM1.TXT,0.02353,0.13333,0.04000,1

ROUGE-L,RESTAURANTPAIR842,SYSTEM1.TXT,0.12500,0.12500,0.12500,1

ROUGE-1,RESTAURANTPAIR842,SYSTEM1.TXT,0.12500,0.12500,0.12500,1

ROUGE-2,RESTAURANTPAIR842,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR842,SYSTEM1.TXT,0.03333,0.03333,0.03333,1

ROUGE-L,RESTAURANTPAIR841,SYSTEM1.TXT,0.16667,0.12500,0.14286,1

ROUGE-1,RESTAURANTPAIR841,SYSTEM1.TXT,0.16667,0.12500,0.14286,1

ROUGE-2,RESTAURANTPAIR841,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR841,SYSTEM1.TXT,0.05000,0.03333,0.04000,1

ROUGE-L,RESTAURANTPAIR840,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR840,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR840,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR840,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1134,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1134,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1134,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1134,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1135,SYSTEM1.TXT,0.16667,0.09091,0.11765,1

ROUGE-1,RESTAURANTPAIR1135,SYSTEM1.TXT,0.16667,0.09091,0.11765,1

ROUGE-2,RESTAURANTPAIR1135,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1135,SYSTEM1.TXT,0.05000,0.02222,0.03077,1

ROUGE-L,RESTAURANTPAIR1136,SYSTEM1.TXT,0.20000,0.18182,0.19048,1

ROUGE-1,RESTAURANTPAIR1136,SYSTEM1.TXT,0.20000,0.18182,0.19048,1

ROUGE-2,RESTAURANTPAIR1136,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1136,SYSTEM1.TXT,0.05000,0.04444,0.04706,1

ROUGE-L,RESTAURANTPAIR1137,SYSTEM1.TXT,0.12500,0.09091,0.10526,1

ROUGE-1,RESTAURANTPAIR1137,SYSTEM1.TXT,0.11111,0.09091,0.10000,1

ROUGE-2,RESTAURANTPAIR1137,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1137,SYSTEM1.TXT,0.02857,0.02222,0.02500,1

ROUGE-L,RESTAURANTPAIR1138,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1138,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1138,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1138,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1139,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1139,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1139,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1139,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR829,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR829,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR829,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR829,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR828,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR828,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR828,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR828,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR827,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR827,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR827,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR827,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR826,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR826,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR826,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR826,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR825,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR825,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR825,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR825,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1130,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1130,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1130,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1130,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR824,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR824,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR824,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR824,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1131,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1131,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1131,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1131,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR823,SYSTEM1.TXT,0.33333,0.12500,0.18182,1

ROUGE-1,RESTAURANTPAIR823,SYSTEM1.TXT,0.33333,0.12500,0.18182,1

ROUGE-2,RESTAURANTPAIR823,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR823,SYSTEM1.TXT,0.16667,0.03333,0.05556,1

ROUGE-L,RESTAURANTPAIR1132,SYSTEM1.TXT,0.09091,0.10000,0.09524,1

ROUGE-1,RESTAURANTPAIR1132,SYSTEM1.TXT,0.09091,0.09091,0.09091,1

ROUGE-2,RESTAURANTPAIR1132,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1132,SYSTEM1.TXT,0.02222,0.02222,0.02222,1

ROUGE-L,RESTAURANTPAIR822,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR822,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR822,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR822,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1133,SYSTEM1.TXT,0.25000,0.20000,0.22222,1

ROUGE-1,RESTAURANTPAIR1133,SYSTEM1.TXT,0.33333,0.27273,0.30000,1

ROUGE-2,RESTAURANTPAIR1133,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1133,SYSTEM1.TXT,0.08571,0.06667,0.07500,1

ROUGE-L,RESTAURANTPAIR821,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR821,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR821,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR821,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR831,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

